"Enzyme","sample","Vmax","Vmax_se","Km","Km_se","max_pre_decrease_S","Sinhibition","INHbetter_aov_pvalue"
"AP","52",16384.1063979006,124.576190519375,70.7635847901945,1.86725907919997,1000,FALSE,0.65799310262077
"AP","53",11750.9700967475,139.096025841316,116.107608125827,4.52842620799792,1000,FALSE,0.447014157626262
"AP","54",20924.1926877049,171.689607748879,66.3718614982793,1.90373028056985,1000,FALSE,1
"AP","55",542.885043016984,14.3025651825682,9.91328614031046,1.28378881017486,500,TRUE,0.0207896137073222
"AP","56",50364.3997688935,1145.71307816883,182.356245730213,12.8383532390283,1000,FALSE,1
"AP","57",48183.2817073156,1069.98120144555,120.838061431411,8.80246010552974,1000,FALSE,1
"AP","58",44048.3342189768,828.780715539856,207.104432261194,11.7623253574248,1000,FALSE,1
"AP","59",1199.36220663648,20.6542741225272,20.2420892023015,1.47030016025038,500,TRUE,1
"AP","60",190.89270089002,5.86946548006059,6.10744232208457,1.05676794827307,500,TRUE,0.000547910946748875
"AP","61",329.231022965175,12.0892930705148,43.6444365182375,5.9181559706437,500,TRUE,0.000248801457639326
"AP","62",84.1992477539641,2.75717941275114,12.2790546367933,1.88047360514709,100,TRUE,0.000120768122886233
"AP","63",7179.25117975963,146.904891947778,23.0952529086504,1.94382165151425,500,TRUE,1
"AP","64",3435.31502482245,55.448043229801,15.7072000739932,1.12486279017592,500,TRUE,1
"AP","65",13110.462010743,180.570499531363,44.0471961537053,2.23726342018789,1000,FALSE,1
"AP","66",45549.9796915413,320.905015243017,62.4006410057197,1.54789829626017,1000,FALSE,0.00105161306679262
"AP","67",5452.63461523837,81.3256277169429,83.7140484938947,4.25602059147295,1000,FALSE,0.484986332142494
"AP","68",4602.06082167581,56.1563382696714,33.2369447820573,1.56349253084372,500,TRUE,1
"AP","69",1344.50485898693,26.2897510180694,52.798291171392,3.71218169780609,500,TRUE,0.274702438385602
"AP","70",6949.03254320806,119.844496618493,63.1893864557665,3.831373450361,1000,FALSE,1
"AP","71",2002.89421190673,38.9369464644536,31.2370986759202,2.36574846616041,1000,FALSE,1
"AP","72",2653.94652345891,61.5931753575525,30.0637116140444,2.73618732903807,500,TRUE,1
"AP","73",1444.1860882324,19.3481813016907,14.3360222538108,0.868572222432871,500,TRUE,1
"AP","74",246.704675458633,8.66307104637832,96.131463151775,11.3447467242935,1000,FALSE,1
"AP","75",6113.51874246652,162.654486253202,10.2007205215478,1.32485712802191,500,TRUE,0.269026704331484
"AP","76",2178.79726129037,38.6845447950022,11.5156644998854,0.970150726482592,500,TRUE,1
"AP","77",142.357463917993,8.70043268505537,13.8638903693214,3.85919990549175,500,TRUE,0.237068539835385
"AP","78",1506.61585984833,22.169062199327,15.6561524585192,1.02282744287756,1000,FALSE,1
"AP","79",1891.05862582449,36.8998252101613,13.3260838614371,1.19444976679755,500,TRUE,1
"AP","80",17544.4295042035,470.638746176902,63.5612362847336,5.99040424873222,1000,FALSE,1
"AP","81",5872.23188614604,197.856196292767,81.8879548663887,9.42639450786402,1000,FALSE,1
"AP","82",5877.7869296969,204.360300027266,108.253039674755,12.494826230051,1000,FALSE,1
"AP","83",5275.3524253006,158.477679961307,132.359023825155,12.9049760534035,1000,FALSE,1
"AP","84",234.681202675221,11.0215458232751,3.25237998408763,1.10242474457037,100,TRUE,1.08577177723885e-06
"AP","85",325.883084075195,8.12315067220134,19.2525273436192,2.04400028818365,500,TRUE,0.184904558048797
"AP","86",1651.07610179095,33.0312550643864,75.30003045132,5.19262052751719,500,TRUE,0.0011463515692443
"AP","87",433.205122257028,18.2086908759044,38.7451646847222,6.12393219255077,1000,FALSE,0.69928343340624
"AP","88",695.83937108833,41.9163528278843,15.4064108654376,4.13420409092788,500,TRUE,0.112270615822369
"AP","89",591.674992622527,20.2484957348795,11.0761923349112,1.81475435785973,500,TRUE,0.0442778026760791
"AP","90",1437.47681443811,35.3391159612015,20.3108478643362,2.1046940201505,500,TRUE,0.505594298989351
"AP","91",5713.07879048987,93.2320324031273,36.3782261755159,2.25484821683688,500,TRUE,1.45262659804978e-05
"AP","92",8220.02860301805,160.028915671007,64.5976741692402,4.40993765614505,500,TRUE,0.523371450029239
"AP","93",8609.20827401011,135.567547110692,96.8900319639381,5.12339519557658,1000,FALSE,0.00138239423724772
"AP","94",14044.802767715,122.808263781311,98.4243903285259,2.88538182489693,1000,FALSE,0.0028733037998499
"AP","95",14409.4706106505,248.962926263415,96.7978785588658,5.61669620277672,1000,FALSE,0.716631513617568
"AP","96",14419.1930123876,145.33935282482,54.0953671786901,1.9543570921244,1000,FALSE,1
"AP","97",10847.0403514207,141.884048167601,110.300215200747,4.78019608119948,1000,FALSE,0.594924737559295
"AP","98",14896.7289895788,146.549977649203,92.873303402555,3.08139642966707,1000,FALSE,0.0637579922943378
"AP","99",3102.50366058194,62.0290179893296,32.4277740610813,2.50973959233834,500,TRUE,1
"AP","100",1850.62081933351,44.8858473076017,39.0148761036764,3.55450058239898,500,TRUE,0.597643400124725
"AP","101",1435.98074912983,32.5649538725701,38.1862705838215,3.26384189147878,500,TRUE,1
"AP","102",391.623189543265,11.7291733728432,65.495369903677,6.86755897297867,500,TRUE,0.00679399916689958
"AP","103",2440.58634408551,47.8168094343845,44.5144811165837,3.21134262546789,500,TRUE,0.990097430165562
"AP","104",12751.2244577264,180.157638614089,96.0529058758892,4.56123331135845,500,TRUE,9.37303111395357e-09
