"Enzyme","sample","Vmax.boot","Vmax.boot.SE","Vmax.boot.median","Vmax.boot.CIlow","Vmax.boot.CIhigh","Km.boot","Km.boot.SE","Km.boot.median","Km.boot.CIlow","Km.boot.CIhigh"
"NAG","104",18753.6753540858,1044.91957495713,18648.4499445698,16907.9789323497,21035.9517630865,244.304557836834,39.8539598957942,240.775285053943,175.014021867664,330.990923926537
"NAG","105",14264.1541993056,430.628906482579,14237.3725004232,13538.0982860478,15258.3960009438,247.622334369923,21.3654081267154,247.279157902138,207.314570164555,291.404563692032
"NAG","106",14871.332647493,414.436553060975,14854.7869664578,14137.3614696631,15725.9852352776,271.379569281328,21.9417291152898,269.762449386245,230.705139272308,320.608046321513
"NAG","107",12672.2082430685,509.705435070624,12611.2729558016,11784.6749498972,13817.183082285,205.072408570723,24.3494006410183,204.971676161905,161.981903464592,255.539777086714
"NAG","108",173.603348086997,8.35303631334994,173.321883063993,157.912489697042,191.663042288999,88.6539609118705,14.2486582015158,87.8541244564885,64.8995539170005,121.537938801938
"NAG","109",135.951915676985,6.73612800262286,135.836545386876,122.666410914499,149.071450663809,66.8065131888824,11.5664205013037,65.7909051639933,47.9109006112649,92.4159488605112
"NAG","110",52.5596420982134,3.02156783295203,52.5554358326326,46.9377664706595,58.5313723546778,52.7447988428671,10.8440593021731,51.8686872148916,33.8898683922089,75.9160740809877
"NAG","111",132.065855351667,4.95129939508668,131.390556168227,123.462671098553,143.195629895147,97.5336429303828,11.8597430782343,96.8796841983197,76.3729811867743,122.014192637677
"NAG","112",176.211412068961,8.71672039622247,175.970884820074,160.738418024216,194.382907079884,63.9216349476706,10.9005832375092,63.0334607257625,45.2702060818085,87.0559994027352
"NAG","113",137.93061596623,6.4574515695787,137.381246727818,126.653816727048,152.773315672149,89.2351377239739,13.5819035423635,88.6419712019669,64.6735909583888,118.387649894494
"NAG","114",97.528995970332,3.39048320623029,97.2157582847016,91.5064333375154,105.449010267937,79.8878133915087,9.51616101460738,79.9274169564302,61.9258817717544,98.6217407649461
"NAG","115",10777.2462455771,209.741772104184,10768.2644034371,10375.2365821827,11218.5121872817,156.55106483619,9.86407610514417,156.68163158524,137.882098206713,176.364544322539
"NAG","116",2626.69123373895,98.3287322865505,2621.29470227298,2445.76699468877,2833.56234320361,81.8645866333217,10.5301581026279,81.3374511533609,61.9589612405925,103.120429707326
"NAG","117",3171.91642176822,181.491486676473,3158.79769109159,2849.46369159734,3579.22485869248,103.387869791179,19.9619145553159,101.701766135783,71.2402699133108,151.630081130496
"NAG","118",5227.21044484781,133.211765898148,5219.2391713408,4988.88966996721,5508.62743192248,146.715693638753,11.6819982359024,146.304171765918,125.244619911047,168.397072749683
"NAG","119",180.816285989336,7.90374171096477,180.399878550804,166.122401464513,197.310734831762,109.026060209937,15.6473363725874,107.797364196949,81.5868785379272,143.337291735114
"NAG","120",132.82607468145,5.95366150478436,132.311189185662,122.385364343852,145.367659519106,83.4231648016098,13.0099986663764,82.9005457203655,59.3923898270397,110.484456628335
"NAG","121",146.641696751656,6.28496350154824,146.913987979419,133.8163767797,159.184103608694,90.5854224766829,13.1684746550053,90.0343296534456,67.2433675089287,119.168151151064
"NAG","122",88.3615531345989,3.81829707086891,88.1890387426594,81.8255747968563,96.8949537328272,127.440055640239,17.803832290057,127.01932020242,93.7242091299321,165.051233978356
