"Enzyme","sample","RMSE","RMSEp1","RMSEp2","MAPE","MAPEp1","MAPEp2","biasPERCENT","biasPERCENTp1","biasPERCENTp2","biasMEANRES","biasMEANRESp1","biasMEANRESp2","Rsquared","PRSEmax","PRSE_Vmax","PRSE_Km","PRSE_Ki","RMSEp1pdS","MAPEp1pdS","biasPERCENTp1pdS","biasMEANRESp1pdS","Sinhibition","INHbetter_aov_pvalue"
"AP","47",506468.641645782,506468.641645782,NA,5.01186342984236,5.01186342984236,NA,-3.55062981583459,-3.55062981583459,NA,-68608.43921436,-68608.43921436,NA,0.998385147543921,42.9251027757082,3.35961363862498,5.96149504285627,42.9251027757082,NA,NA,NA,NA,FALSE,0.0209371234322798
"AP","48",600469.64131416,600469.64131416,NA,14.0662101395171,14.0662101395171,NA,-10.0325106305097,-10.0325106305097,NA,-165011.09884932,-165011.09884932,NA,0.990345727516781,74957.7268687744,6.60503973048899,13.5352631763983,74957.7268687744,NA,NA,NA,NA,FALSE,1
"AP","49",1034971.23429631,1034971.23429631,NA,12.132823974429,12.132823974429,NA,-8.09114556997251,-8.09114556997251,NA,-157111.592149943,-157111.592149943,NA,0.9898795377637,69.1528376370299,8.94563729790806,15.334329674035,69.1528376370299,NA,NA,NA,NA,FALSE,0.122519169777054
"AP","50",325499.547481319,325499.547481319,NA,5.31352917617824,5.31352917617824,NA,-3.93864975375153,-3.93864975375153,NA,-54889.1444795476,-54889.1444795476,NA,0.998575383963519,55.1243649416436,3.05275131812273,5.54071229652469,55.1243649416436,NA,NA,NA,NA,FALSE,0.0718335040104767
"AP","51",255898.076106075,255898.076106075,NA,7.67095099668515,7.67095099668515,NA,-5.41904918258366,-5.41904918258366,NA,-55027.5174006812,-55027.5174006812,NA,0.997238517838626,39222.6391523465,3.4644177521712,7.06067507305801,39222.6391523465,NA,NA,NA,NA,FALSE,1
"AP","52",229381.204322672,229381.204322672,NA,4.54593236783124,4.54593236783124,NA,-2.75475639107841,-2.75475639107841,NA,-31217.7807387597,-31217.7807387597,NA,0.998559665803357,223.529441378819,2.43340895029438,4.93020720059589,223.529441378819,NA,NA,NA,NA,FALSE,0.657993102655294
"AP","53",210359.660871385,210359.660871385,NA,6.4782809749195,6.4782809749195,NA,-4.54611327928902,-4.54611327928902,NA,-29003.3414691992,-29003.3414691992,NA,0.997446858746745,131.627786848015,4.16248106855121,7.51025626131196,131.627786848015,NA,NA,NA,NA,FALSE,0.447014157623567
"AP","54",323908.697887253,323908.697887253,NA,5.47980381584205,5.47980381584205,NA,-3.78774624360459,-3.78774624360459,NA,-62249.8678582331,-62249.8678582331,NA,0.998334496935719,29374.5952068197,2.57538196129077,5.33995310636055,29374.5952068197,NA,NA,NA,NA,FALSE,1
"AP","55",35709.4155123675,36423.3662818196,31083.2241868,8.59123781945793,8.94427331056098,6.47302487283968,-1.65859878776021,-3.01386939786019,6.47302487283968,-2492.80944674184,-7216.5293933851,30573.2301797609,0.967027285066674,45.2620014074627,4.56323660671753,14.6858277791046,45.2620014074627,NA,NA,NA,NA,TRUE,0.0207896137063234
"AP","56",1356769.28209146,1356769.28209146,NA,18.0294715893839,18.0294715893839,NA,-14.7545138419559,-14.7545138419559,NA,-455375.717937247,-455375.717937247,NA,0.994648274900504,83240.5388784989,8.2302082846458,14.042981582722,83240.5388784989,NA,NA,NA,NA,FALSE,1
