"Enzyme","sample","Vmax.boot","Vmax.boot.SE","Vmax.boot.median","Vmax.boot.CIlow","Vmax.boot.CIhigh","Km.boot","Km.boot.SE","Km.boot.median","Km.boot.CIlow","Km.boot.CIhigh","Ki.boot","Ki.boot.SE","Ki.boot.median","Ki.boot.CIlow","Ki.boot.CIhigh","Rmax.boot.mean","Rmax.boot.SE","Rmax.boot.median","Rmax.boot.CIlow","Rmax.boot.CIhigh","SRmax05.boot.mean","SRmax05.boot.SE","SRmax05.boot.median","SRmax05.boot.CIlow","SRmax05.boot.CIhigh"
"NAG","50",37459.6152933559,2817.58883666567,37324.8678450792,32351.6076693176,42935.1357719126,471.680276795468,45.9641537788017,468.21363532665,389.449613888769,563.836030686137,782.647107430564,107.248607691379,772.361360596738,606.568604684828,1014.81415306875,14590.8636295509,103.714922913807,14604.9274413888,14361.5615369127,14768.6793499961,118.477410351917,2.27048862387763,118.261637906729,114.189890618433,123.298540107806
"NAG","51",14662.3918635385,371.058812645055,14664.9726943605,13971.0471334929,15392.8008286313,391.384953475584,13.5289130453453,390.979617209318,365.724987485205,418.051445432017,1116.28547275944,60.3693494100528,1113.17630216697,1002.34934609424,1233.71407115126,6707.50036791451,18.5152119188262,6707.95278700095,6669.34581197837,6743.01324402048,119.92623088157,0.967886643881795,119.924051644949,118.075002390511,121.971213319505
"NAG","52",21058.5927420613,1236.86807282655,21066.6774297856,18591.0612803281,23648.8618601602,485.280288998554,38.0561167282769,484.380108069759,414.576495761992,565.676165640263,972.746064492354,114.208123280393,961.244243345616,775.014297956508,1236.64546509784,8694.64153115128,46.6514427900764,8698.17228529813,8589.88995506108,8785.28980970353,130.872103421518,2.13624155241843,130.704981422271,126.947127800616,135.55602882477
"NAG","53",16306.0492062693,371.480723256083,16308.7904711141,15610.3781853754,17065.2266388163,585.821988907234,17.0432862974929,585.927468603078,553.993706516242,621.184618507161,779.167659449373,31.4141507905019,778.361291600026,720.759696065378,843.936110659239,5960.66844445399,10.9072818429552,5961.08806324426,5937.41714704858,5980.5551820956,136.394496243797,0.716701499945405,136.429549182424,135.011222185973,137.915415559658
"NAG","54",33809.9789604838,1335.62067147556,33830.5966428247,31299.5734869252,36594.6905972627,438.369590754522,23.8259363956006,438.037552187331,394.605106578228,486.664347414127,1347.38910830199,123.945855038494,1337.69733822188,1125.64039004573,1613.98080554458,15759.7050926564,59.3468756550118,15762.4892521117,15633.6355643281,15869.8856877724,137.532197751272,1.68517893058218,137.474999564058,134.331399462481,140.848619185262
"NAG","55",566.835133208103,50.5733079092405,561.903553167747,482.113079031187,689.738167949329,167.241141977904,22.2676429226522,165.429234403774,130.861206865227,220.836086222129,1163.89677147738,245.131299838216,1140.03848720866,754.142236022162,1719.64753684194,319.283300302073,5.91035684443106,318.732041693566,308.718712225176,332.273265860881,67.0882511528861,2.80856810186511,67.0966977998008,61.3789675805796,72.7277957429733
"NAG","56",74315.4908196321,27926.2587443766,69325.0587148316,47773.6160244126,123040.900459704,783.331193244498,340.84087160403,724.853762438508,457.922292552322,1387.42072200081,324.62650995489,102.413837470905,315.485264034724,155.575732190619,559.010049495272,17255.4361919345,289.522494593911,17232.841012886,16724.3267410505,17911.0367934943,107.911971917211,3.90259297740692,107.889763532952,99.9616091520442,115.483598150809
"NAG","57",44497.3108450466,6840.48270464005,43515.2992789311,34306.6672112156,60148.8972625154,382.075866211269,76.3219904356654,369.954196529047,267.443611261129,560.708546949925,768.522960599275,199.762728062737,745.595768241587,439.874503809776,1228.20040087795,18075.0725248876,319.224050859044,18054.378249109,17449.6227593316,18795.9535876422,100.856607658609,4.17028699439191,100.831701860443,92.7399446501725,109.02854682669
"NAG","58",39655.3681140973,2812.28767941536,39540.1910431722,34479.8043430893,45468.1734257364,409.523770158079,37.5403164058102,406.695187714015,341.47596763504,485.232430909863,626.413943325348,75.2277393223436,621.782957721699,489.876409404539,783.962008079653,15081.6885541119,121.734401930451,15095.7972314802,14813.5289539778,15297.4873984438,99.9425398277768,1.9272101708236,99.8770458576857,96.3531581510133,103.904346093883
"NAG","59",501.887643187692,103.66852664555,479.780819507339,358.68947937477,738.465303845754,180.811560302019,50.2236680887843,170.013505726629,110.767659648205,301.852017989123,304.93613071447,80.75306063239,301.409916702988,167.712284965456,474.33731397776,192.251005863634,6.27161289319802,192.18017818749,179.723138609011,204.72077406143,44.2571462197475,2.93813597088422,44.1268066080399,38.2311387159071,49.7957180427829
"NAG","60",1128.6031465021,2860.64290285867,428.407823590971,205.224360255175,7354.5017658148,1435.90371403501,3790.89169958003,503.981466521146,210.054913252507,9864.33340785187,126.06908327517,80.7803636928505,118.266453910201,5.41665161673365,298.12301351046,NA,NA,NA,76.6116260604219,90.0103809849884,NA,NA,NA,49.4141949200339,64.4913606928789
"NAG","61",1727.06512934461,259.660499698968,1681.3497022132,1324.54107782581,2363.73345115594,237.434445187544,45.1896189082177,230.682075843088,168.372591614313,349.150965946809,202.693535215162,36.9548949210953,202.137729137745,132.062900125611,275.091108739592,538.099093998777,10.5695570540924,537.834143796967,516.897995991635,558.248630335946,45.697946590345,1.74487230504294,45.6971055393228,42.3113360397127,49.1907020930605
"NAG","62",224.345772181998,39.0917548312564,217.630475686078,167.424498339263,318.80008148592,153.292344076526,38.1784966988667,147.553267272598,97.865119710384,251.898252298379,558.173515881394,156.398916537834,536.717318895209,301.523974435651,900.227308709541,106.912037124608,3.73503556872692,106.687611001549,100.466313695017,114.780991462072,49.2080939268197,3.58222273682451,49.2287295699929,42.2889345028478,56.4512046806063
"NAG","63",3539.58701452667,387.850773756892,3492.4574887159,2907.44392564017,4425.01387950427,328.524480602402,47.840418973179,322.019979886222,250.817258792233,438.795352843712,775.076303415082,157.999819435484,763.411559985541,512.391140668718,1127.83854946798,1519.02293048183,21.332122914691,1518.65663145656,1477.77301780299,1558.69910405036,92.8490276612416,3.00556500332791,92.780123682575,86.6377129315663,98.8234632924384
"NAG","64",2078.27976412576,127.75481284714,2078.82980493512,1840.39564524937,2344.81069049081,315.720640114979,27.3619709525947,314.379864906377,266.137896899268,373.704706011675,1204.20117192655,171.570445602282,1185.85628386883,899.869745323113,1579.87466064696,1021.67188207101,8.17681707714611,1022.95673180979,1003.52582394433,1035.130799784,105.977229595298,2.32843699170792,105.85144310283,101.876663321384,110.926931131446
"NAG","65",23541.2775159882,2050.77593916423,23468.1336640027,19816.3093648401,27919.4096352134,370.136162792854,43.1835792265385,368.003440853234,292.596654652489,463.728283682516,905.03671180045,156.62828681067,887.35068117795,641.796264478232,1264.13758281367,10243.7769634674,108.477685532912,10248.4210655089,10016.8902383031,10455.1940621763,106.46427092693,2.80539054789694,106.438069026573,100.745734778712,112.073193885007
"NAG","66",48911.3716913997,2381.67226328138,48835.9970392671,44467.2152392559,54177.1049519756,369.101211843772,24.1725351000419,367.200625298509,324.7458314837,422.667966142501,885.857706036534,84.1951011158536,881.718091690216,725.508500733722,1057.6492544207,21294.2551480277,126.183120193188,21301.8696198156,21030.6901592096,21531.0862910098,106.287032242186,1.62846604939813,106.189099131995,103.399144248634,109.54843256298
"NAG","67",2354.34351140144,104.472948207617,2347.50053766585,2161.62046128012,2575.34919633684,262.697722049166,15.8182701615943,261.636494196206,232.894127362858,295.065863865295,753.6271335416,63.0742596018084,750.2276899462,635.483017206057,880.65170929122,1077.38546372751,7.64941757324872,1076.70836461609,1063.19205285947,1093.57849147276,80.5160824528956,1.22600818082653,80.5256213005978,78.0854509581555,82.7439579755454
"NAG","68",6366.68034048484,610.35304491189,6309.68976133573,5324.87469187171,7645.2381417532,294.98675283351,38.5835232130413,291.848826944683,227.009977791008,377.750873494249,945.984518262675,190.548246397467,925.579374785681,643.951474236103,1368.21246512274,2976.34301762707,40.3332344856863,2975.67776870014,2899.75427271713,3055.4394375547,92.8134609103261,2.95751743658375,92.8160593442383,86.7876926679048,98.688519985839
"NAG","69",1187.01962718664,136.688759584071,1173.85857051154,965.23361569647,1500.74120913311,263.940623164712,37.8519277554306,259.717759327317,202.734760282919,353.227636637354,192.999977212344,27.4797160082189,191.481897417208,141.450649152987,247.591660548053,352.496322481219,5.08761331779328,352.399776007178,342.405567642952,362.09491601581,48.1162646340357,1.30468616862672,48.0676162751847,45.5212834427632,50.792639130934
